System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),
Date,Time,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,SKT0,SKT0,SKT0,
2026-05-28,13:30:48.119,0.09,0.45,0.19,1.09,3.49,32.48,5.27,0.50,0.79,0.0065,0.0011,50.77,1.26,50,5019.55,11179.09,3188.95,0.90,14.97,0.17,2.91,17.83,32.29,0.00,41.65,8.23,100.00,0.00,0.00,0.00,32.83,12.95,10.34,
2026-05-28,13:30:49.119,0.05,0.30,0.18,1.06,3.39,35.44,5.20,0.47,0.78,0.0115,0.0017,50.48,1.38,50,3075.57,10342.05,3186.27,0.59,9.91,0.11,1.79,17.00,36.03,0.00,40.27,6.69,100.00,0.00,0.00,0.00,31.62,11.71,10.29,
2026-05-28,13:30:50.119,0.12,0.58,0.21,1.10,3.53,57.08,8.23,0.44,0.79,0.0081,0.0012,44.35,1.79,48,7070.58,12167.81,3186.00,1.16,19.37,0.25,4.11,19.23,40.64,0.00,37.94,2.18,100.00,0.00,0.00,0.00,33.71,15.67,8.87,
2026-05-28,13:30:51.120,0.88,2.70,0.33,1.31,4.20,154.33,16.21,0.49,0.93,0.0030,0.0003,13.23,2.77,21,50611.42,18722.75,3188.07,5.41,90.11,1.76,29.40,24.84,40.08,0.00,34.47,0.61,100.00,0.00,0.00,0.00,55.66,47.39,0.97,
2026-05-28,13:30:52.122,1.00,2.76,0.36,1.28,4.11,176.64,14.24,0.45,0.94,0.0031,0.0002,15.48,2.72,18,57403.92,20765.65,3186.82,5.53,92.15,2.00,33.35,28.20,41.89,0.00,29.64,0.27,100.00,0.00,0.00,0.00,60.41,51.73,1.20,
2026-05-28,13:30:53.119,1.02,2.81,0.36,1.28,4.10,165.66,13.48,0.47,0.94,0.0028,0.0002,14.38,2.72,19,58687.82,20864.27,3187.65,5.63,93.76,2.05,34.11,28.40,41.42,0.00,29.98,0.20,100.00,0.00,0.00,0.00,60.57,52.70,0.44,
2026-05-28,13:30:54.120,0.97,2.84,0.34,1.32,4.24,157.99,13.55,0.48,0.94,0.0028,0.0002,13.84,2.54,17,55438.32,19533.74,3185.86,5.68,94.60,1.93,32.22,25.71,37.19,0.00,36.74,0.36,100.00,0.00,0.00,0.00,58.89,51.06,0.45,
2026-05-28,13:30:55.119,0.98,2.83,0.35,1.32,4.22,153.50,14.80,0.49,0.94,0.0027,0.0003,13.40,2.53,19,56415.26,19924.61,3187.58,5.66,94.38,1.97,32.78,26.35,38.27,0.00,35.11,0.27,100.00,0.00,0.00,0.00,59.05,51.29,0.40,
2026-05-28,13:30:56.120,0.95,2.84,0.34,1.33,4.25,172.27,14.57,0.45,0.93,0.0031,0.0003,15.16,2.70,18,54722.20,19259.92,3187.81,5.68,94.71,1.91,31.79,25.27,39.70,0.00,34.88,0.15,100.00,0.00,0.00,0.00,58.72,50.77,0.45,
2026-05-28,13:30:57.119,1.00,2.82,0.35,1.30,4.16,162.84,13.54,0.47,0.94,0.0028,0.0002,14.37,2.60,17,57285.62,20310.65,3186.80,5.64,94.02,2.00,33.29,27.24,40.65,0.00,31.89,0.21,100.00,0.00,0.00,0.00,60.16,52.23,0.50,
2026-05-28,13:30:58.120,0.99,2.84,0.35,1.31,4.19,159.46,12.74,0.47,0.94,0.0028,0.0002,13.96,2.51,17,57115.77,20092.70,3189.63,5.69,94.75,1.99,33.16,26.74,38.76,0.00,34.29,0.21,100.00,0.00,0.00,0.00,59.87,52.00,0.47,
2026-05-28,13:30:59.120,0.96,2.85,0.34,1.33,4.25,151.65,14.33,0.50,0.94,0.0028,0.0003,13.08,2.60,15,54944.36,19301.21,3189.71,5.69,94.89,1.91,31.90,25.30,38.66,0.00,35.85,0.18,100.00,0.00,0.00,0.00,58.94,51.16,0.49,
2026-05-28,13:31:00.120,1.02,2.71,0.38,1.27,4.08,185.88,15.07,0.44,0.94,0.0032,0.0003,16.13,3.04,17,58536.66,21580.12,3185.80,5.43,90.42,2.04,34.03,29.55,41.42,0.00,28.75,0.29,100.00,0.00,0.00,0.00,61.14,52.79,0.70,
2026-05-28,13:31:01.124,0.97,2.80,0.35,1.30,4.17,167.44,13.79,0.46,0.94,0.0030,0.0002,14.71,2.60,17,55909.40,19969.67,3189.16,5.60,93.32,1.95,32.45,26.69,43.22,0.00,29.78,0.31,100.00,0.00,0.00,0.00,60.57,51.61,1.47,
2026-05-28,13:31:02.123,1.00,2.75,0.36,1.28,4.09,168.03,13.82,0.47,0.94,0.0029,0.0002,14.68,2.79,15,57336.90,20840.53,3188.42,5.50,91.71,2.00,33.31,28.42,46.13,0.00,25.31,0.14,100.00,0.00,0.00,0.00,60.98,52.81,0.67,
2026-05-28,13:31:03.122,0.99,2.83,0.35,1.30,4.16,156.02,13.85,0.49,0.94,0.0027,0.0002,13.58,2.52,14,56766.78,20062.41,3187.52,5.66,94.32,1.98,32.98,26.87,40.58,0.00,32.23,0.32,100.00,0.00,0.00,0.00,59.55,51.71,0.44,
2026-05-28,13:31:04.121,0.91,2.79,0.33,1.33,4.26,164.34,15.75,0.46,0.93,0.0031,0.0003,14.34,2.93,17,52354.19,18770.58,3186.81,5.58,92.97,1.83,30.42,24.57,37.26,0.00,37.42,0.75,100.00,0.00,0.00,0.00,57.38,49.41,0.49,
2026-05-28,13:31:05.124,0.99,2.84,0.35,1.33,4.24,153.17,13.72,0.50,0.94,0.0027,0.0002,13.57,2.49,15,56920.55,20050.34,3188.82,5.68,94.63,1.98,33.05,26.35,35.02,0.00,38.44,0.20,100.00,0.00,0.00,0.00,60.04,52.17,0.47,
2026-05-28,13:31:06.121,0.99,2.86,0.35,1.32,4.23,163.30,13.53,0.47,0.94,0.0029,0.0002,14.44,2.54,16,56848.86,19872.75,3185.60,5.72,95.35,1.98,33.05,26.25,38.35,0.00,35.25,0.15,100.00,0.00,0.00,0.00,60.21,52.27,0.48,
2026-05-28,13:31:07.121,0.97,2.85,0.34,1.33,4.24,161.08,15.13,0.49,0.93,0.0029,0.0003,14.03,2.69,16,55396.70,19432.47,3188.49,5.70,95.02,1.93,32.17,25.54,39.90,0.00,34.41,0.15,100.00,0.00,0.00,0.00,59.65,51.77,0.43,
2026-05-28,13:31:08.120,0.99,2.84,0.35,1.31,4.20,156.53,13.80,0.49,0.94,0.0027,0.0002,13.78,2.49,14,57010.58,20057.16,3185.52,5.68,94.75,1.99,33.14,26.64,38.39,0.00,34.80,0.18,100.00,0.00,0.00,0.00,60.09,52.23,0.43,
2026-05-28,13:31:09.122,0.99,2.69,0.37,1.29,4.12,195.37,14.62,0.46,0.93,0.0035,0.0003,15.65,3.38,17,56597.63,21037.13,3188.77
